route_id,path_type,direction,seq,sid1,sid2,dow,hr,mins
1527,main,go,9,376,1262,Saturday,12,5
1527,main,go,10,1262,3215,Saturday,13,7
1527,main,go,11,3215,3214,Saturday,14,4
1527,main,go,12,3214,3213,Saturday,15,10
1529,main,go,0,3738,3739,Saturday,16,4
1529,main,go,1,3739,3740,Saturday,17,6
1529,main,go,2,3740,4568,Saturday,18,8
1529,main,go,3,4568,4063,Saturday,19,8
1529,main,go,4,4063,4064,Saturday,20,9
1529,main,go,5,4064,4065,Saturday,21,6
1529,main,go,6,4065,4066,Saturday,22,5
1529,main,go,7,4066,4067,Saturday,23,4
1529,main,go,8,4067,4068,Sunday,0,2
1529,main,go,9,4068,4069,Sunday,1,9
1529,main,go,10,4069,4070,Sunday,2,10
1529,main,go,11,4070,4071,Sunday,3,7
1529,main,go,12,4071,4569,Sunday,4,8
1529,main,go,13,4569,4072,Sunday,5,7
1529,main,go,14,4072,3288,Sunday,6,4
1529,main,go,15,3288,3289,Sunday,7,7
1529,main,go,16,3289,3290,Sunday,8,10
1529,main,go,17,3290,3291,Sunday,9,10
1529,main,go,18,3291,3292,Sunday,10,3
1529,main,go,19,3292,3293,Sunday,11,5
1529,main,go,20,3293,3294,Sunday,12,9
1530,main,go,0,1129,1160,Sunday,13,2
1530,main,go,1,1160,1035,Sunday,14,6
1531,main,go,0,2180,2187,Sunday,15,7
1532,main,go,0,1463,1464,Sunday,16,5
1533,main,go,0,695,696,Sunday,17,7
1533,main,go,1,696,697,Sunday,18,3
1533,main,go,2,697,4270,Sunday,19,4
1534,main,go,0,4697,4700,Sunday,20,5
1534,main,go,1,4700,4699,Sunday,21,3
1536,main,go,0,4005,4100,Sunday,22,5
1538,main,go,0,3997,3998,Sunday,23,7
1538,main,go,1,3998,3999,Monday,0,10
1538,main,go,2,3999,4106,Monday,1,4
1538,main,go,3,4106,4107,Monday,2,8
1538,main,go,4,4107,4108,Monday,3,10
1539,main,go,0,1091,1093,Monday,4,4
1539,main,go,1,1093,1186,Monday,5,10
1539,main,go,2,1186,1187,Monday,6,9
1539,main,go,3,1187,1188,Monday,7,6
1539,main,go,4,1188,1189,Monday,8,5
1539,main,go,5,1189,1212,Monday,9,9
1539,main,go,6,1212,1190,Monday,10,6
1539,main,go,7,1190,1211,Monday,11,4
1539,main,go,8,1211,1192,Monday,12,4
1539,main,go,9,1192,1920,Monday,13,5
1539,main,go,10,1920,1921,Monday,14,10
1539,main,go,11,1921,2461,Monday,15,6
1539,main,go,12,2461,2462,Monday,16,10
1539,main,go,13,2462,2463,Monday,17,4
1539,main,go,14,2463,3741,Monday,18,10
1539,main,go,15,3741,4570,Monday,19,3
1539,main,go,16,4570,4041,Monday,20,2
1540,main,go,0,758,5558,Monday,21,3
1541,main,go,0,2107,4261,Monday,22,7
1541,main,go,1,4261,2839,Monday,23,4
1542,main,go,0,1893,4491,Tuesday,0,10
1542,main,go,1,4491,4536,Tuesday,1,8
1544,main,go,0,3911,3912,Tuesday,2,2
1544,main,go,1,3912,3886,Tuesday,3,4
1544,main,go,2,3886,3887,Tuesday,4,5
1546,main,go,0,4361,4359,Tuesday,5,6
1546,main,go,1,4359,700,Tuesday,6,2
1546,main,go,2,700,699,Tuesday,7,9
1546,main,go,3,699,702,Tuesday,8,6
155,main,go,0,3402,1830,Tuesday,9,3
155,main,go,1,1830,1831,Tuesday,10,7
155,main,go,2,1831,1832,Tuesday,11,9
155,main,go,3,1832,1833,Tuesday,12,8
155,main,go,4,1833,1834,Tuesday,13,6
155,main,go,5,1834,1835,Tuesday,14,2
155,main,go,6,1835,2073,Tuesday,15,4
155,main,go,7,2073,2074,Tuesday,16,7
155,main,go,8,2074,2075,Tuesday,17,6
155,main,go,9,2075,2076,Tuesday,18,4
155,main,go,10,2076,2077,Tuesday,19,9
155,main,go,11,2077,2078,Tuesday,20,7
155,main,go,12,2078,2207,Tuesday,21,4
155,main,go,13,2207,2079,Tuesday,22,2
155,main,go,14,2079,4285,Tuesday,23,9
155,main,go,15,4285,404,Wednesday,0,4
155,main,go,16,404,1994,Wednesday,1,9
155,main,go,17,1994,1838,Wednesday,2,5
155,main,go,18,1838,1837,Wednesday,3,2
155,main,go,19,1837,3731,Wednesday,4,7
155,main,go,20,3731,3732,Wednesday,5,2
155,main,go,21,3732,3737,Wednesday,6,7
155,main,go,22,3737,4682,Wednesday,7,6
155,main,go,23,4682,4043,Wednesday,8,8
155,main,go,24,4043,4683,Wednesday,9,10
155,main,go,25,4683,4044,Wednesday,10,7
155,main,go,26,4044,2441,Wednesday,11,9
155,main,go,27,2441,4684,Wednesday,12,8
155,main,go,28,4684,4685,Wednesday,13,4
155,main,go,29,4685,4837,Wednesday,14,2
155,main,go,30,4837,2728,Wednesday,15,3
155,main,go,31,2728,4057,Wednesday,16,7
155,main,go,32,4057,4058,Wednesday,17,3
155,main,back,0,4058,4059,Wednesday,18,9
155,main,back,1,4059,4060,Wednesday,19,4
155,main,back,2,4060,4061,Wednesday,20,3
155,main,back,3,4061,4062,Wednesday,21,9
155,main,back,4,4062,2460,Wednesday,22,2
155,main,back,5,2460,2461,Wednesday,23,5
155,main,back,6,2461,2462,Thursday,0,5
155,main,back,7,2462,2463,Thursday,1,9
155,main,back,8,2463,3744,Thursday,2,2
155,main,back,9,3744,1921,Thursday,3,8
155,main,back,10,1921,1995,Thursday,4,6
155,main,back,11,1995,1996,Thursday,5,10
155,main,back,12,1996,1997,Thursday,6,5
155,main,back,13,1997,1998,Thursday,7,10
155,main,back,14,1998,4283,Thursday,8,6
155,main,back,15,4283,1999,Thursday,9,6
155,main,back,16,1999,5188,Thursday,10,6
155,main,back,17,5188,2080,Thursday,11,5
155,main,back,18,2080,2081,Thursday,12,10
155,main,back,19,2081,2082,Thursday,13,3
155,main,back,20,2082,405,Thursday,14,7
155,main,back,21,405,1811,Thursday,15,6
155,main,back,22,1811,1812,Thursday,16,8
155,main,back,23,1812,1813,Thursday,17,9
155,main,back,24,1813,4424,Thursday,18,6
155,main,back,25,4424,1814,Thursday,19,8
155,main,back,26,1814,402,Thursday,20,10
155,main,back,27,402,1816,Thursday,21,7
155,main,back,28,1816,3326,Thursday,22,4
155,main,back,29,3326,2973,Thursday,23,8
156,main,go,0,1776,1762,Friday,0,9
156,main,go,1,1762,1763,Friday,1,6
156,main,go,2,1763,1764,Friday,2,9
156,main,go,3,1764,1765,Friday,3,4
156,main,go,4,1765,1730,Friday,4,6
156,main,go,5,1730,1766,Friday,5,9
156,main,go,6,1766,1731,Friday,6,9
156,main,go,7,1731,1732,Friday,7,2
156,main,go,8,1732,4231,Friday,8,10
156,main,go,9,4231,1609,Friday,9,5
156,main,go,10,1609,1619,Friday,10,10
156,main,go,11,1619,1611,Friday,11,5
156,main,go,12,1611,1612,Friday,12,6
156,main,go,13,1612,3212,Friday,13,7
156,main,go,14,3212,3231,Friday,14,6
156,main,go,15,3231,3232,Friday,15,9
156,main,go,16,3232,3233,Friday,16,6
156,main,go,17,3233,3234,Friday,17,10
156,main,go,18,3234,3235,Friday,18,5
156,main,go,19,3235,1613,Friday,19,6
156,main,go,20,1613,3237,Friday,20,9
156,main,go,21,3237,3238,Friday,21,8
156,main,go,22,3238,3239,Friday,22,10
156,main,go,23,3239,3240,Friday,23,9
156,main,go,24,3240,5325,Saturday,0,2
156,main,go,25,5325,3241,Saturday,1,2
156,main,go,26,3241,3242,Saturday,2,7
156,main,go,27,3242,3243,Saturday,3,4
156,main,go,28,3243,4232,Saturday,4,8
156,main,go,29,4232,3244,Saturday,5,8
156,main,go,30,3244,3245,Saturday,6,4
156,main,go,31,3245,3246,Saturday,7,7
156,main,go,32,3246,3247,Saturday,8,9
156,main,go,33,3247,3248,Saturday,9,5
156,main,go,34,3248,3250,Saturday,10,8
156,main,go,35,3250,3251,Saturday,11,10
156,main,go,36,3251,3252,Saturday,12,9
156,main,go,37,3252,3253,Saturday,13,5
156,main,go,38,3253,3254,Saturday,14,7
156,main,go,39,3254,3255,Saturday,15,10
156,main,go,40,3255,3256,Saturday,16,4
156,main,go,41,3256,3560,Saturday,17,5
156,main,go,42,3560,3561,Saturday,18,8
156,main,go,43,3561,3562,Saturday,19,3
156,main,go,44,3562,3563,Saturday,20,9
156,main,go,45,3563,3564,Saturday,21,6
156,main,go,46,3564,3565,Saturday,22,8
156,main,go,47,3565,3566,Saturday,23,5
156,main,go,48,3566,3567,Sunday,0,4
156,main,go,49,3567,3568,Sunday,1,5
156,main,go,50,3568,3569,Sunday,2,2
156,main,go,51,3569,3570,Sunday,3,2
156,main,go,52,3570,3571,Sunday,4,5
156,main,go,53,3571,3572,Sunday,5,8
156,main,go,54,3572,3573,Sunday,6,3
156,main,go,55,3573,3574,Sunday,7,4
156,main,go,56,3574,3576,Sunday,8,8
156,main,go,57,3576,5401,Sunday,9,5
156,main,go,58,5401,3577,Sunday,10,9
156,main,go,59,3577,382,Sunday,11,4
156,main,go,60,382,2223,Sunday,12,9
156,main,go,61,2223,2224,Sunday,13,6
156,main,go,62,2224,3542,Sunday,14,7
156,main,go,63,3542,3543,Sunday,15,4
156,main,go,64,3543,3544,Sunday,16,8
156,main,go,65,3544,3545,Sunday,17,8
156,main,go,66,3545,3546,Sunday,18,2
156,main,go,67,3546,1767,Sunday,19,8
156,main,go,68,1767,4233,Sunday,20,4
156,main,go,69,4233,4234,Sunday,21,2
156,main,go,70,4234,1768,Sunday,22,9
156,main,go,71,1768,1769,Sunday,23,3
156,main,go,72,1769,1770,Monday,0,9
156,main,go,73,1770,1771,Monday,1,5
156,main,go,74,1771,1772,Monday,2,5
156,main,go,75,1772,4235,Monday,3,8
156,main,go,76,4235,401,Monday,4,10
156,main,go,77,401,1773,Monday,5,4
156,main,go,78,1773,4236,Monday,6,9
156,main,go,79,4236,4237,Monday,7,7
156,main,go,80,4237,4238,Monday,8,4
156,main,go,81,4238,1774,Monday,9,9
156,main,go,82,1774,4240,Monday,10,6
156,main,go,83,4240,4239,Monday,11,8
156,main,go,84,4239,1775,Monday,12,5
157,main,go,0,2246,1777,Monday,13,9
157,main,go,1,1777,5381,Monday,14,7
157,main,go,2,5381,2247,Monday,15,6
157,main,go,3,2247,5440,Monday,16,6
157,main,go,4,5440,2248,Monday,17,10
157,main,go,5,2248,2250,Monday,18,7
157,main,go,6,2250,2251,Monday,19,7
157,main,go,7,2251,2252,Monday,20,10
157,main,go,8,2252,2253,Monday,21,6
157,main,go,9,2253,2254,Monday,22,8
157,main,go,10,2254,5617,Monday,23,10
157,main,go,11,5617,2255,Tuesday,0,3
157,main,go,12,2255,2256,Tuesday,1,9
157,main,go,13,2256,2257,Tuesday,2,3
157,main,go,14,2257,2258,Tuesday,3,9
157,main,go,15,2258,2259,Tuesday,4,5
157,main,go,16,2259,2261,Tuesday,5,7
157,main,go,17,2261,2262,Tuesday,6,9
157,main,go,18,2262,2263,Tuesday,7,10
157,main,go,19,2263,2264,Tuesday,8,3
157,main,go,20,2264,2265,Tuesday,9,6
157,main,go,21,2265,2266,Tuesday,10,5
157,main,go,22,2266,2267,Tuesday,11,5
157,main,go,23,2267,2269,Tuesday,12,7
157,main,go,24,2269,2270,Tuesday,13,4
157,main,go,25,2270,2271,Tuesday,14,4
157,main,go,26,2271,383,Tuesday,15,6
157,main,go,27,383,2272,Tuesday,16,4
157,main,go,28,2272,3628,Tuesday,17,7
157,main,go,29,3628,3629,Tuesday,18,8
157,main,go,30,3629,3630,Tuesday,19,3
157,main,go,31,3630,3631,Tuesday,20,3
157,main,go,32,3631,4377,Tuesday,21,6
157,main,go,33,4377,3632,Tuesday,22,9
157,main,go,34,3632,3633,Tuesday,23,3
157,main,go,35,3633,3634,Wednesday,0,2
157,main,go,36,3634,3635,Wednesday,1,4
157,main,go,37,3635,3636,Wednesday,2,8
157,main,go,38,3636,3637,Wednesday,3,9
157,main,go,39,3637,3638,Wednesday,4,5
157,main,go,40,3638,3639,Wednesday,5,5
157,main,go,41,3639,5438,Wednesday,6,3
157,main,go,42,5438,3640,Wednesday,7,5
157,main,go,43,3640,3641,Wednesday,8,8
157,main,go,44,3641,3642,Wednesday,9,7
157,main,go,45,3642,3643,Wednesday,10,4
157,main,go,46,3643,3644,Wednesday,11,2
157,main,go,47,3644,3645,Wednesday,12,8
157,main,go,48,3645,3646,Wednesday,13,9
157,main,go,49,3646,3647,Wednesday,14,6
157,main,go,50,3647,3648,Wednesday,15,2
157,main,go,51,3648,3649,Wednesday,16,6
157,main,go,52,3649,3650,Wednesday,17,3
157,main,go,53,3650,3651,Wednesday,18,9
157,main,go,54,3651,3652,Wednesday,19,4
157,main,go,55,3652,3653,Wednesday,20,2
157,main,go,56,3653,3655,Wednesday,21,8
157,main,go,57,3655,3656,Wednesday,22,10
157,main,go,58,3656,3657,Wednesday,23,8
157,main,go,59,3657,3658,Thursday,0,9
157,main,go,60,3658,3659,Thursday,1,9
157,main,go,61,3659,3955,Thursday,2,10
157,main,go,62,3955,4715,Thursday,3,5
157,main,go,63,4715,3956,Thursday,4,6
157,main,go,64,3956,3957,Thursday,5,6
157,main,go,65,3957,3958,Thursday,6,2
157,main,go,66,3958,3959,Thursday,7,2
157,main,go,67,3959,3960,Thursday,8,6
157,main,go,68,3960,3961,Thursday,9,6
157,main,go,69,3961,2863,Thursday,10,6
157,main,go,70,2863,2864,Thursday,11,9
157,main,go,71,2864,2866,Thursday,12,9
157,main,go,72,2866,2867,Thursday,13,3
157,main,go,73,2867,387,Thursday,14,5
157,main,go,74,387,2396,Thursday,15,10
157,main,go,75,2396,2397,Thursday,16,8
157,main,go,76,2397,4778,Thursday,17,2
157,main,go,77,4778,2299,Thursday,18,9
157,main,go,78,2299,2365,Thursday,19,4
157,main,go,79,2365,2366,Thursday,20,10
157,main,go,80,2366,2367,Thursday,21,6
157,main,go,81,2367,1778,Thursday,22,2
157,main,go,82,1778,1779,Thursday,23,6
157,main,go,83,1779,1780,Friday,0,9
157,main,go,84,1780,1781,Friday,1,10
157,main,go,85,1781,1782,Friday,2,6
157,main,go,86,1782,1783,Friday,3,8
157,main,go,87,1783,1784,Friday,4,5
157,main,go,88,1784,1785,Friday,5,7
157,main,go,89,1785,1786,Friday,6,10
157,main,go,90,1786,2091,Friday,7,10
157,main,go,91,2091,1787,Friday,8,6
157,main,go,92,1787,3036,Friday,9,9
157,main,go,93,3036,3037,Friday,10,3
157,main,go,94,3037,4822,Friday,11,9
157,main,go,95,4822,3982,Friday,12,2
157,main,go,96,3982,3983,Friday,13,4
157,main,go,97,3983,4154,Friday,14,2
157,main,go,98,4154,3984,Friday,15,9
157,main,go,99,3984,5348,Friday,16,7
157,main,go,100,5348,3987,Friday,17,9
157,main,go,101,3987,3989,Friday,18,4
157,main,go,102,3989,3990,Friday,19,4
157,main,go,103,3990,3992,Friday,20,4
157,main,go,104,3992,4941,Friday,21,6
157,main,go,105,4941,3821,Friday,22,9
157,main,go,106,3821,4180,Friday,23,3
157,main,go,107,4180,3038,Saturday,0,4
157,main,go,108,3038,3039,Saturday,1,3
157,main,go,109,3039,3040,Saturday,2,2
157,main,go,110,3040,4181,Saturday,3,3
157,main,go,111,4181,1810,Saturday,4,10
157,main,go,112,1810,2714,Saturday,5,5
157,main,go,113,2714,2715,Saturday,6,10
158,main,go,0,1370,1371,Saturday,7,6
158,main,go,1,1371,1372,Saturday,8,2
158,main,go,2,1372,1373,Saturday,9,10
158,main,go,3,1373,5457,Saturday,10,2
158,main,go,4,5457,1375,Saturday,11,6
158,main,go,5,1375,1376,Saturday,12,9
158,main,go,6,1376,5316,Saturday,13,9
158,main,go,7,5316,4935,Saturday,14,4
158,main,go,8,4935,5317,Saturday,15,10
158,main,go,9,5317,878,Saturday,16,3
158,main,go,10,878,5477,Saturday,17,8
158,main,go,11,5477,836,Saturday,18,4
158,main,go,12,836,837,Saturday,19,10
158,main,go,13,837,879,Saturday,20,7
158,main,go,14,879,838,Saturday,21,4
158,main,go,15,838,839,Saturday,22,10
158,main,go,16,839,880,Saturday,23,2
158,main,go,17,880,5495,Sunday,0,10
158,main,go,18,5495,881,Sunday,1,4
158,main,go,19,881,882,Sunday,2,8
158,main,go,20,882,883,Sunday,3,2
158,main,go,21,883,4698,Sunday,4,3
158,main,go,22,4698,884,Sunday,5,7
158,main,go,23,884,885,Sunday,6,8
158,main,go,24,885,886,Sunday,7,2
158,main,go,25,886,887,Sunday,8,8
158,main,go,26,887,888,Sunday,9,9
158,main,go,27,888,4957,Sunday,10,10
158,main,go,28,4957,5555,Sunday,11,6
158,main,go,29,5555,889,Sunday,12,10
158,main,go,30,889,4185,Sunday,13,8
158,main,go,31,4185,890,Sunday,14,4
158,main,go,32,890,891,Sunday,15,5
158,main,go,33,891,4174,Sunday,16,7
158,main,go,34,4174,893,Sunday,17,5
158,main,go,35,893,5547,Sunday,18,3
158,main,go,36,5547,895,Sunday,19,9
158,main,go,37,895,4175,Sunday,20,2
158,main,go,38,4175,4176,Sunday,21,4
158,main,go,39,4176,897,Sunday,22,10
158,main,go,40,897,3024,Sunday,23,2
158,main,go,41,3024,3025,Monday,0,3
158,main,go,42,3025,3026,Monday,1,4
158,main,go,43,3026,4177,Monday,2,4
158,main,go,44,4177,3028,Monday,3,6
158,main,go,45,3028,4178,Monday,4,8
158,main,go,46,4178,3031,Monday,5,5
158,main,go,47,3031,3812,Monday,6,2
158,main,go,48,3812,3814,Monday,7,6
158,main,go,49,3814,3816,Monday,8,3
158,main,go,50,3816,4611,Monday,9,10
158,main,go,51,4611,5188,Monday,10,5
158,main,back,0,5188,3818,Monday,11,5
158,main,back,1,3818,3819,Monday,12,2
158,main,back,2,3819,3820,Monday,13,6
158,main,back,3,3820,4941,Monday,14,10
158,main,back,4,4941,3821,Monday,15,5
158,main,back,5,3821,4180,Monday,16,9
158,main,back,6,4180,3039,Monday,17,7
158,main,back,7,3039,3040,Monday,18,7
158,main,back,8,3040,3041,Monday,19,4
158,main,back,9,3041,3043,Monday,20,8
158,main,back,10,3043,3023,Monday,21,2
158,main,back,11,3023,4769,Monday,22,8
158,main,back,12,4769,4182,Monday,23,8
158,main,back,13,4182,898,Tuesday,0,9
158,main,back,14,898,899,Tuesday,1,10
158,main,back,15,899,5546,Tuesday,2,9
158,main,back,16,5546,900,Tuesday,3,2
158,main,back,17,900,5545,Tuesday,4,3
158,main,back,18,5545,901,Tuesday,5,9
158,main,back,19,901,902,Tuesday,6,8
158,main,back,20,902,903,Tuesday,7,2
158,main,back,21,903,904,Tuesday,8,2
158,main,back,22,904,4183,Tuesday,9,9
158,main,back,23,4183,905,Tuesday,10,3
158,main,back,24,905,5554,Tuesday,11,8
158,main,back,25,5554,906,Tuesday,12,7
158,main,back,26,906,907,Tuesday,13,7
158,main,back,27,907,908,Tuesday,14,8
158,main,back,28,908,1263,Tuesday,15,10
158,main,back,29,1263,409,Tuesday,16,7
158,main,back,30,409,910,Tuesday,17,4
158,main,back,31,910,911,Tuesday,18,4
158,main,back,32,911,5494,Tuesday,19,8
158,main,back,33,5494,4184,Tuesday,20,2
158,main,back,34,4184,843,Tuesday,21,3
158,main,back,35,843,844,Tuesday,22,4
158,main,back,36,844,846,Tuesday,23,7
158,main,back,37,846,847,Wednesday,0,10
158,main,back,38,847,876,Wednesday,1,6
158,main,back,39,876,5478,Wednesday,2,2
158,main,back,40,5478,4189,Wednesday,3,2
158,main,back,41,4189,4190,Wednesday,4,7
158,main,back,42,4190,4191,Wednesday,5,6
158,main,back,43,4191,4193,Wednesday,6,10
158,main,back,44,4193,4194,Wednesday,7,8
158,main,back,45,4194,5370,Wednesday,8,4
158,main,back,46,5370,4936,Wednesday,9,4
158,main,back,47,4936,1377,Wednesday,10,10
158,main,back,48,1377,1378,Wednesday,11,3
158,main,back,49,1378,1379,Wednesday,12,9
158,main,back,50,1379,5456,Wednesday,13,2
158,main,back,51,5456,1380,Wednesday,14,9
158,main,back,52,1380,1382,Wednesday,15,3
159,main,go,0,2703,2704,Wednesday,16,5
159,main,go,1,2704,1802,Wednesday,17,8
159,main,go,2,1802,3915,Wednesday,18,5
159,main,go,3,3915,3807,Wednesday,19,2
159,main,go,4,3807,3808,Wednesday,20,4
159,main,go,5,3808,3809,Wednesday,21,3
159,main,go,6,3809,3810,Wednesday,22,6
159,main,go,7,3810,3811,Wednesday,23,8
159,main,go,8,3811,3812,Thursday,0,10
159,main,go,9,3812,3814,Thursday,1,7
159,main,go,10,3814,3815,Thursday,2,6
159,main,go,11,3815,3916,Thursday,3,2
159,main,go,12,3916,3917,Thursday,4,6
159,main,go,13,3917,3919,Thursday,5,7
159,main,go,14,3919,3920,Thursday,6,8
159,main,go,15,3920,3922,Thursday,7,7
159,main,go,16,3922,3923,Thursday,8,2
159,main,go,17,3923,3925,Thursday,9,10
159,main,go,18,3925,3926,Thursday,10,6
159,main,go,19,3926,4155,Thursday,11,10
159,main,go,20,4155,4156,Thursday,12,4
159,main,go,21,4156,3032,Thursday,13,2
159,main,go,22,3032,3033,Thursday,14,6
159,main,go,23,3033,4286,Thursday,15,3
159,main,go,24,4286,4584,Thursday,16,10
159,main,go,25,4584,2723,Thursday,17,8
159,main,go,26,2723,327,Thursday,18,8
159,main,go,27,327,2451,Thursday,19,6
159,main,go,28,2451,2446,Thursday,20,4
159,main,go,29,2446,2452,Thursday,21,2
159,main,go,30,2452,1561,Thursday,22,9
159,main,go,31,1561,4212,Thursday,23,9
159,main,go,32,4212,3068,Friday,0,4
159,main,go,33,3068,3069,Friday,1,4
159,main,go,34,3069,4817,Friday,2,7
159,main,go,35,4817,3070,Friday,3,2
159,main,go,36,3070,4049,Friday,4,2
159,main,go,37,4049,368,Friday,5,3
159,main,go,38,368,4050,Friday,6,6
159,main,go,39,4050,4337,Friday,7,9
159,main,go,40,4337,3618,Friday,8,6
159,main,go,41,3618,4750,Friday,9,9
159,main,go,42,4750,3619,Friday,10,9
159,main,go,43,3619,3620,Friday,11,3
159,main,go,44,3620,364,Friday,12,3
159,main,go,45,364,1806,Friday,13,6
159,main,go,46,1806,1805,Friday,14,4
159,main,go,47,1805,1803,Friday,15,7
159,main,go,48,1803,3427,Friday,16,8
159,main,go,49,3427,2368,Friday,17,7
159,main,go,50,2368,2369,Friday,18,10
159,main,go,51,2369,2370,Friday,19,6
159,main,go,52,2370,4603,Friday,20,8
159,main,go,53,4603,4604,Friday,21,5
159,main,go,54,4604,4602,Friday,22,8
159,main,go,55,4602,4772,Friday,23,2
159,main,go,56,4772,2298,Saturday,0,9
159,main,go,57,2298,709,Saturday,1,3
159,main,go,58,709,2302,Saturday,2,7
159,main,go,59,2302,2375,Saturday,3,6
159,main,go,60,2375,2303,Saturday,4,2
159,main,go,61,2303,2304,Saturday,5,7
159,main,go,62,2304,2376,Saturday,6,2
159,main,go,63,2376,384,Saturday,7,7
159,main,go,64,384,2305,Saturday,8,8
159,main,go,65,2305,2306,Saturday,9,10
159,main,go,66,2306,2307,Saturday,10,5
159,main,go,67,2307,5135,Saturday,11,10
159,main,go,68,5135,2309,Saturday,12,4
159,main,go,69,2309,2310,Saturday,13,5
159,main,go,70,2310,4949,Saturday,14,7
159,main,go,71,4949,2311,Saturday,15,2
159,main,go,72,2311,2312,Saturday,16,6
159,main,go,73,2312,2285,Saturday,17,5
159,main,go,74,2285,2313,Saturday,18,8
159,main,go,75,2313,2314,Saturday,19,9
159,main,go,76,2314,2315,Saturday,20,4
159,main,go,77,2315,2316,Saturday,21,6
159,main,go,78,2316,2317,Saturday,22,9
159,main,go,79,2317,5429,Saturday,23,7
159,main,go,80,5429,2318,Sunday,0,7
159,main,go,81,2318,2319,Sunday,1,3
159,main,go,82,2319,2320,Sunday,2,10
159,main,go,83,2320,5621,Sunday,3,4
159,main,go,84,5621,5620,Sunday,4,8
159,main,back,0,5620,2277,Sunday,5,6
159,main,back,1,2277,2278,Sunday,6,4
159,main,back,2,2278,2279,Sunday,7,2
159,main,back,3,2279,2281,Sunday,8,5
159,main,back,4,2281,2282,Sunday,9,2
159,main,back,5,2282,2364,Sunday,10,5
159,main,back,6,2364,2283,Sunday,11,9
159,main,back,7,2283,4994,Sunday,12,10
159,main,back,8,4994,2284,Sunday,13,8
159,main,back,9,2284,2285,Sunday,14,10
159,main,back,10,2285,5186,Sunday,15,4
159,main,back,11,5186,2286,Sunday,16,6
159,main,back,12,2286,2287,Sunday,17,3
159,main,back,13,2287,2288,Sunday,18,5
159,main,back,14,2288,2289,Sunday,19,8
159,main,back,15,2289,4990,Sunday,20,5
159,main,back,16,4990,2291,Sunday,21,2
159,main,back,17,2291,2292,Sunday,22,5
159,main,back,18,2292,4939,Sunday,23,2
159,main,back,19,4939,2293,Monday,0,9
159,main,back,20,2293,2294,Monday,1,2
159,main,back,21,2294,4897,Monday,2,10
159,main,back,22,4897,2295,Monday,3,10
159,main,back,23,2295,4778,Monday,4,9
159,main,back,24,4778,2299,Monday,5,10
159,main,back,25,2299,2365,Monday,6,8
159,main,back,26,2365,2366,Monday,7,5
159,main,back,27,2366,2367,Monday,8,8
159,main,back,28,2367,1804,Monday,9,10
159,main,back,29,1804,4360,Monday,10,10
159,main,back,30,4360,3581,Monday,11,8
159,main,back,31,3581,4429,Monday,12,2
159,main,back,32,4429,1807,Monday,13,2
159,main,back,33,1807,5091,Monday,14,5
159,main,back,34,5091,4052,Monday,15,8
159,main,back,35,4052,4814,Monday,16,8
159,main,back,36,4814,4053,Monday,17,7
159,main,back,37,4053,4054,Monday,18,5
159,main,back,38,4054,4055,Monday,19,6
159,main,back,39,4055,3071,Monday,20,9
159,main,back,40,3071,4786,Monday,21,3
159,main,back,41,4786,3072,Monday,22,8
159,main,back,42,3072,3073,Monday,23,4
159,main,back,43,3073,1582,Tuesday,0,10
159,main,back,44,1582,1583,Tuesday,1,9
159,main,back,45,1583,2445,Tuesday,2,10
159,main,back,46,2445,2450,Tuesday,3,10
159,main,back,47,2450,2448,Tuesday,4,7
159,main,back,48,2448,3420,Tuesday,5,5
159,main,back,49,3420,4156,Tuesday,6,7
159,main,back,50,4156,4154,Tuesday,7,7
159,main,back,51,4154,3984,Tuesday,8,5
159,main,back,52,3984,5348,Tuesday,9,10
159,main,back,53,5348,3987,Tuesday,10,5
159,main,back,54,3987,3989,Tuesday,11,7
159,main,back,55,3989,3990,Tuesday,12,3
159,main,back,56,3990,3992,Tuesday,13,3
159,main,back,57,3992,4941,Tuesday,14,8
159,main,back,58,4941,3821,Tuesday,15,5
159,main,back,59,3821,3822,Tuesday,16,10
159,main,back,60,3822,3823,Tuesday,17,10
159,main,back,61,3823,3824,Tuesday,18,9
159,main,back,62,3824,3825,Tuesday,19,6
159,main,back,63,3825,3993,Tuesday,20,8
159,main,back,64,3993,1809,Tuesday,21,8
159,main,back,65,1809,1810,Tuesday,22,5
159,main,back,66,1810,2714,Tuesday,23,4
159,main,back,67,2714,2715,Wednesday,0,4
16,main,go,0,637,638,Wednesday,1,4
16,main,go,1,638,639,Wednesday,2,4
16,main,go,2,639,640,Wednesday,3,2
16,main,go,3,640,641,Wednesday,4,9
16,main,go,4,641,2080,Wednesday,5,8
16,main,go,5,2080,2081,Wednesday,6,7
16,main,go,6,2081,2075,Wednesday,7,6
16,main,go,7,2075,2082,Wednesday,8,5
16,main,go,8,2082,405,Wednesday,9,9
16,main,go,9,405,1271,Wednesday,10,6
16,main,go,10,1271,1272,Wednesday,11,5
16,main,go,11,1272,1273,Wednesday,12,6
16,main,go,12,1273,1274,Wednesday,13,8
16,main,go,13,1274,1275,Wednesday,14,8
16,main,go,14,1275,1276,Wednesday,15,8
16,main,go,15,1276,1277,Wednesday,16,9
16,main,go,16,1277,1278,Wednesday,17,5
16,main,go,17,1278,1279,Wednesday,18,8
16,main,go,18,1279,1280,Wednesday,19,10
