sid1,sid2,route,mins
1236,1227,w,14.148732734482326
1227,4561,w,6.6571640933316205
4561,1227,w,6.6571640933316205
1228,1235,w,5.156078491879681
1235,1228,w,5.156078491879681
1229,1234,w,3.6031103716506947
1234,1229,w,3.6031103716506947
1230,1233,w,8.726892050019288
1233,1230,w,8.726892050019288
1231,1232,w,4.820636038397948
1232,1231,w,4.820636038397948
1235,4561,w,18.30910476189785
4561,1235,w,18.30910476189785
1237,4560,w,17.49027329756911
4560,1237,w,17.49027329756911
1242,1243,w,13.714303227284114
1243,1242,w,13.714303227284114
1245,4205,w,17.794267968116635
4205,1245,w,17.794267968116635
1246,1259,w,12.943869545327706
1259,1246,w,12.943869545327706
1247,1258,w,3.237322615252159
1258,1247,w,3.237322615252159
1247,4434,w,16.175293660629034
4434,1247,w,16.175293660629034
1251,1257,w,8.791489466078868
1257,1251,w,8.791489466078868
1252,1256,w,8.005601861130536
1256,1252,w,8.005601861130536
1253,1255,w,3.7639704720519043
1255,1253,w,3.7639704720519043
1258,4434,w,17.50246086656331
4434,1258,w,17.50246086656331
1260,5072,w,8.142328961668664
5072,1260,w,8.142328961668664
1261,2016,w,7.073050721485963
2016,1261,w,7.073050721485963
1264,1826,w,13.918583005735943
1826,1264,w,13.918583005735943
1266,4441,w,10.205621605499505
4441,1266,w,10.205621605499505
1269,1407,w,17.472345851831925
1407,1269,w,17.472345851831925
1270,5227,w,15.421250651499857
5227,1270,w,15.421250651499857
1271,4214,w,7.981607636866764
4214,1271,w,7.981607636866764
1273,1294,w,12.292327663218957
1294,1273,w,12.292327663218957
1274,1293,w,9.774711676287321
1293,1274,w,9.774711676287321
1275,1292,w,7.4435219377614645
1292,1275,w,7.4435219377614645
1276,1291,w,9.838223991300232
1291,1276,w,9.838223991300232
1277,1290,w,5.509194138413625
1290,1277,w,5.509194138413625
1278,1289,w,13.746661591131343
1289,1278,w,13.746661591131343
1279,1288,w,5.974026921883651
1288,1279,w,5.974026921883651
1280,1287,w,5.095019787196881
1287,1280,w,5.095019787196881
1281,1286,w,11.099983491696616
1286,1281,w,11.099983491696616
1282,1285,w,7.327323274984164
1285,1282,w,7.327323274984164
1283,1284,w,10.005441333300661
1284,1283,w,10.005441333300661
1298,3331,w,16.028055555077515
3331,1298,w,16.028055555077515
1298,3398,w,11.258667785643427
3398,1298,w,11.258667785643427
1299,1333,w,9.783730864016736
1333,1299,w,9.783730864016736
1300,5515,w,0.8051645144605954
5515,1300,w,0.8051645144605954
1301,1332,w,8.39463327042954
1332,1301,w,8.39463327042954
1302,1331,w,10.7236296499404
1331,1302,w,10.7236296499404
1303,1330,w,10.605313315688706
1330,1303,w,10.605313315688706
1304,1329,w,11.788150554143154
1329,1304,w,11.788150554143154
1306,1328,w,8.431368051811948
1328,1306,w,8.431368051811948
1308,1326,w,7.51567778397951
1326,1308,w,7.51567778397951
1309,1325,w,8.484603554222744
1325,1309,w,8.484603554222744
1309,5530,w,8.089491331976719
5530,1309,w,8.089491331976719
1309,5531,w,0.9352664521413393
5531,1309,w,0.9352664521413393
1310,1324,w,6.168764068176097
1324,1310,w,6.168764068176097
1310,5574,w,1.0932338477868824
5574,1310,w,1.0932338477868824
1310,5575,w,6.37513787791747
5575,1310,w,6.37513787791747
1311,1323,w,5.3009305180961475
1323,1311,w,5.3009305180961475
1312,1322,w,5.260178194524068
1322,1312,w,5.260178194524068
1313,1321,w,5.673680425998802
1321,1313,w,5.673680425998802
1313,5580,w,0.5263608333583705
5580,1313,w,0.5263608333583705
1313,5581,w,6.2690512919132795
5581,1313,w,6.2690512919132795
1314,1320,w,5.183622776313301
1320,1314,w,5.183622776313301
1315,1319,w,5.832032338333908
1319,1315,w,5.832032338333908
1316,1318,w,5.193637112283595
1318,1316,w,5.193637112283595
1316,5612,w,5.407627105690468
5612,1316,w,5.407627105690468
1316,5613,w,1.0499503878643375
5613,1316,w,1.0499503878643375
1318,5612,w,0.6445192037803394
5612,1318,w,0.6445192037803394
1318,5613,w,5.375043287887939
5613,1318,w,5.375043287887939
1321,5580,w,5.759993138391532
5580,1321,w,5.759993138391532
1321,5581,w,0.6226146267754841
5581,1321,w,0.6226146267754841
1324,5574,w,7.170702754002636
5574,1324,w,7.170702754002636
1324,5575,w,0.8099396188306777
5575,1324,w,0.8099396188306777
1325,5530,w,0.7139879048338098
5530,1325,w,0.7139879048338098
1325,5531,w,7.645312406404891
5531,1325,w,7.645312406404891
1335,1355,w,13.165653452156405
1355,1335,w,13.165653452156405
1337,1353,w,6.732221602913446
1353,1337,w,6.732221602913446
1338,1352,w,9.892955841820266
1352,1338,w,9.892955841820266
1339,1351,w,7.587836057066156
1351,1339,w,7.587836057066156
1341,1349,w,16.836604458301288
1349,1341,w,16.836604458301288
1342,1347,w,4.278476553051467
1347,1342,w,4.278476553051467
1343,1346,w,19.55141396548183
1346,1343,w,19.55141396548183
1344,1345,w,6.046955484922398
1345,1344,w,6.046955484922398
1350,1710,w,19.64734387792199
1710,1350,w,19.64734387792199
1356,4366,w,10.572660134713654
4366,1356,w,10.572660134713654
1359,1364,w,5.370611901696673
1364,1359,w,5.370611901696673
1361,1362,w,6.0441314750612145
1362,1361,w,6.0441314750612145
1361,4351,w,10.153139597432773
4351,1361,w,10.153139597432773
1361,4364,w,12.898259535259589
4364,1361,w,12.898259535259589
1362,4351,w,13.589638598114622
4351,1362,w,13.589638598114622
1362,4364,w,13.731567715250193
4364,1362,w,13.731567715250193
1365,4350,w,8.47543017761517
4350,1365,w,8.47543017761517
1367,1384,w,17.36168518506112
1384,1367,w,17.36168518506112
1370,1382,w,14.603604365733394
1382,1370,w,14.603604365733394
1371,1381,w,13.72649932031197
1381,1371,w,13.72649932031197
1372,1380,w,14.134801857519141
1380,1372,w,14.134801857519141
1373,1379,w,15.06485573631906
1379,1373,w,15.06485573631906
1373,5456,w,13.797829344348656
5456,1373,w,13.797829344348656
1373,5457,w,1.2150668859165794
5457,1373,w,1.2150668859165794
1375,1378,w,11.658421322148929
1378,1375,w,11.658421322148929
1379,5456,w,2.009354738040977
5456,1379,w,2.009354738040977
1379,5457,w,14.577586938865656
5457,1379,w,14.577586938865656
1385,3473,w,4.655211361750202
3473,1385,w,4.655211361750202
1385,3506,w,7.865611188904696
3506,1385,w,7.865611188904696
1387,1391,w,6.346763797518051
1391,1387,w,6.346763797518051
1388,1390,w,9.420478147222031
1390,1388,w,9.420478147222031
1392,1393,w,5.47810090212025
1393,1392,w,5.47810090212025
1397,5187,w,19.3424997733709
5187,1397,w,19.3424997733709
1399,1407,w,19.432150916976248
1407,1399,w,19.432150916976248
1400,1406,w,13.958169158188008
1406,1400,w,13.958169158188008
1401,1405,w,7.781985764348862
1405,1401,w,7.781985764348862
1402,1404,w,4.476729253744659
1404,1402,w,4.476729253744659
1409,1437,w,13.651981047005004
1437,1409,w,13.651981047005004
1410,1436,w,4.18563913751071
1436,1410,w,4.18563913751071
1411,1433,w,10.832673707677207
1433,1411,w,10.832673707677207
1412,1432,w,4.169954383976504
1432,1412,w,4.169954383976504
1413,1438,w,15.520633575700156
1438,1413,w,15.520633575700156
1413,4420,w,11.813289622812501
4420,1413,w,11.813289622812501
1414,1431,w,7.428465493525694
1431,1414,w,7.428465493525694
1416,4417,w,6.080954991110639
4417,1416,w,6.080954991110639
1417,1427,w,3.1810728787049607
1427,1417,w,3.1810728787049607
1418,1426,w,5.701573026738098
1426,1418,w,5.701573026738098
1428,4432,w,2.3857920695447277
4432,1428,w,2.3857920695447277
1429,4418,w,9.016483162310916
4418,1429,w,9.016483162310916
1439,5486,w,3.421228876275117
5486,1439,w,3.421228876275117
1439,5489,w,12.131471190592032
5489,1439,w,12.131471190592032
1440,2472,w,10.501182867792654
2472,1440,w,10.501182867792654
1440,2526,w,8.76804384997757
2526,1440,w,8.76804384997757
1441,1448,w,5.933710792147156
1448,1441,w,5.933710792147156
1442,1443,w,11.122423920683682
1443,1442,w,11.122423920683682
1442,1447,w,8.209416915606482
1447,1442,w,8.209416915606482
1443,1446,w,15.293507592893173
1446,1443,w,15.293507592893173
1443,1447,w,18.605935696876752
1447,1443,w,18.605935696876752
1444,1445,w,8.986616241013563
1445,1444,w,8.986616241013563
1444,1446,w,19.154341109246026
1446,1444,w,19.154341109246026
1450,1452,w,9.439189430994627
1452,1450,w,9.439189430994627
1453,1820,w,14.341840751869878
1820,1453,w,14.341840751869878
1453,2952,w,19.302344221563708
2952,1453,w,19.302344221563708
1453,4835,w,12.105168052192878
4835,1453,w,12.105168052192878
1456,1672,w,6.122898381355316
1672,1456,w,6.122898381355316
1458,1483,w,19.48730778621097
1483,1458,w,19.48730778621097
1459,1482,w,13.769775183003489
1482,1459,w,13.769775183003489
1460,1481,w,8.464552044656267
1481,1460,w,8.464552044656267
1461,1480,w,13.459529689997183
1480,1461,w,13.459529689997183
1462,1479,w,19.411409915071964
1479,1462,w,19.411409915071964
1463,1478,w,17.605317923192192
1478,1463,w,17.605317923192192
1465,1475,w,7.179293085658351
1475,1465,w,7.179293085658351
1466,1474,w,8.5614810927045
1474,1466,w,8.5614810927045
1467,1473,w,7.428141222967859
1473,1467,w,7.428141222967859
1469,1471,w,5.956307582815856
1471,1469,w,5.956307582815856
1476,5197,w,13.15054139693738
5197,1476,w,13.15054139693738
1485,2798,w,5.303732359847176
2798,1485,w,5.303732359847176
1486,1858,w,6.670066571526516
1858,1486,w,6.670066571526516
1487,1857,w,4.514978568344124
1857,1487,w,4.514978568344124
1488,1497,w,15.752334258774932
1497,1488,w,15.752334258774932
1489,1494,w,6.262358568134692
1494,1489,w,6.262358568134692
1491,1492,w,7.996253977159853
1492,1491,w,7.996253977159853
1499,2879,w,11.013795504258757
2879,1499,w,11.013795504258757
1500,2878,w,14.294481738177641
2878,1500,w,14.294481738177641
1501,2877,w,14.907783742002831
2877,1501,w,14.907783742002831
1502,2876,w,15.934680209471694
2876,1502,w,15.934680209471694
1503,2875,w,16.41563475766104
2875,1503,w,16.41563475766104
1504,2874,w,14.431790228567001
2874,1504,w,14.431790228567001
1507,2872,w,16.50354312106314
2872,1507,w,16.50354312106314
1509,2870,w,16.283473551535348
2870,1509,w,16.283473551535348
1510,2869,w,15.004364875727035
2869,1510,w,15.004364875727035
1512,2868,w,15.058376430704248
2868,1512,w,15.058376430704248
1514,1531,w,15.322329651153401
1531,1514,w,15.322329651153401
1515,1530,w,16.67318521170042
1530,1515,w,16.67318521170042
1517,1529,w,15.299756913045831
1529,1517,w,15.299756913045831
1520,1525,w,18.78461885765249
1525,1520,w,18.78461885765249
1523,1524,w,19.52100644628621
1524,1523,w,19.52100644628621
1532,1553,w,4.911943747697442
1553,1532,w,4.911943747697442
1533,1552,w,3.9726572104849054
1552,1533,w,3.9726572104849054
1534,1551,w,5.186721574831795
1551,1534,w,5.186721574831795
1535,1550,w,4.178885992645102
1550,1535,w,4.178885992645102
1536,1549,w,4.364999842791911
1549,1536,w,4.364999842791911
1537,1548,w,11.100737818101479
1548,1537,w,11.100737818101479
1538,1547,w,3.0281282642461615
1547,1538,w,3.0281282642461615
1539,1546,w,8.117340832518625
1546,1539,w,8.117340832518625
1541,4809,w,7.976713014524992
4809,1541,w,7.976713014524992
1542,1545,w,6.3280955701345984
1545,1542,w,6.3280955701345984
1544,2610,w,5.798699319717363
2610,1544,w,5.798699319717363
1555,1587,w,12.189315616647235
1587,1555,w,12.189315616647235
1556,1586,w,11.524013246961694
1586,1556,w,11.524013246961694
1557,1585,w,2.381318668093514
1585,1557,w,2.381318668093514
1557,3601,w,12.611744246600844
3601,1557,w,12.611744246600844
1557,3603,w,7.819450035767706
3603,1557,w,7.819450035767706
1558,3598,w,10.631352587331097
3598,1558,w,10.631352587331097
1559,3595,w,14.185701242136414
3595,1559,w,14.185701242136414
1560,3593,w,4.36769807587091
3593,1560,w,4.36769807587091
1560,3610,w,18.45339024490982
3610,1560,w,18.45339024490982
1563,4501,w,6.408788080765866
4501,1563,w,6.408788080765866
1570,1577,w,10.264874610276607
1577,1570,w,10.264874610276607
1572,1576,w,5.862453718467927
1576,1572,w,5.862453718467927
1572,2047,w,18.910622027262345
2047,1572,w,18.910622027262345
1572,2048,w,12.04110231777644
2048,1572,w,12.04110231777644
1573,2373,w,8.77809060959264
2373,1573,w,8.77809060959264
1575,3427,w,9.509679800714517
3427,1575,w,9.509679800714517
1576,2047,w,14.670092886214087
2047,1576,w,14.670092886214087
1576,2048,w,12.066491062737116
2048,1576,w,12.066491062737116
1579,2904,w,7.809451104925669
2904,1579,w,7.809451104925669
1581,2902,w,19.331525178102712
2902,1581,w,19.331525178102712
1584,3180,w,8.478699232038787
3180,1584,w,8.478699232038787
1585,3601,w,14.497145942594212
3601,1585,w,14.497145942594212
1585,3603,w,9.958854745706738
3603,1585,w,9.958854745706738
1588,1641,w,7.6464090878603646
1641,1588,w,7.6464090878603646
1590,1639,w,18.267192980934517
1639,1590,w,18.267192980934517
1590,5319,w,19.32442490221313
5319,1590,w,19.32442490221313
1590,5322,w,19.45193387173968
5322,1590,w,19.45193387173968
1591,1638,w,13.1433747724823
1638,1591,w,13.1433747724823
1592,1637,w,18.14117626842606
1637,1592,w,18.14117626842606
1593,1636,w,11.805279826426332
1636,1593,w,11.805279826426332
1594,1635,w,8.315040393553419
1635,1594,w,8.315040393553419
1595,1634,w,7.5753544489107485
1634,1595,w,7.5753544489107485
1595,5603,w,8.206621294850985
5603,1595,w,8.206621294850985
1595,5604,w,1.0299156469338504
5604,1595,w,1.0299156469338504
1596,1633,w,11.078180258919792
1633,1596,w,11.078180258919792
1597,1632,w,9.314112536369148
1632,1597,w,9.314112536369148
1598,1631,w,6.966387579278442
1631,1598,w,6.966387579278442
1600,1629,w,7.602763905444138
1629,1600,w,7.602763905444138
1602,1627,w,10.106760031627697
1627,1602,w,10.106760031627697
1603,1626,w,19.874597800237655
1626,1603,w,19.874597800237655
1604,1625,w,12.788983716471526
1625,1604,w,12.788983716471526
1606,1624,w,13.57969806164503
1624,1606,w,13.57969806164503
1607,1623,w,10.239105225086243
1623,1607,w,10.239105225086243
1608,1622,w,11.123126497225401
1622,1608,w,11.123126497225401
1610,1619,w,8.95402169451793
1619,1610,w,8.95402169451793
1611,1618,w,8.78920865857319
1618,1611,w,8.78920865857319
1612,1617,w,17.77174832057362
1617,1612,w,17.77174832057362
1613,3205,w,12.773526905265062
3205,1613,w,12.773526905265062
1614,2695,w,14.223215573304941
2695,1614,w,14.223215573304941
1615,3207,w,17.73146151633115
3207,1615,w,17.73146151633115
1615,3235,w,10.153371842108752
3235,1615,w,10.153371842108752
1616,3233,w,7.105066235609786
3233,1616,w,7.105066235609786
1634,5603,w,0.9458553311913391
5603,1634,w,0.9458553311913391
1634,5604,w,6.635281683111923
5604,1634,w,6.635281683111923
1642,1679,w,17.770557547401886
1679,1642,w,17.770557547401886
1644,1645,w,19.81016997156316
1645,1644,w,19.81016997156316
1646,1676,w,11.883304080889793
1676,1646,w,11.883304080889793
1647,2464,w,10.290279355436837
2464,1647,w,10.290279355436837
1648,1670,w,9.876846805560739
1670,1648,w,9.876846805560739
1649,4626,w,7.2226150401499565
4626,1649,w,7.2226150401499565
1650,1668,w,16.1631507557186
1668,1650,w,16.1631507557186
1651,4631,w,7.883650319027916
4631,1651,w,7.883650319027916
1652,4635,w,9.384044562623549
4635,1652,w,9.384044562623549
1653,1667,w,7.465899390630706
1667,1653,w,7.465899390630706
1655,1664,w,5.314396768299426
1664,1655,w,5.314396768299426
1656,1663,w,6.320027124950547
1663,1656,w,6.320027124950547
1657,1662,w,8.281658334407298
1662,1657,w,8.281658334407298
1658,1661,w,7.4538227988442625
1661,1658,w,7.4538227988442625
1659,1660,w,6.593588110477943
1660,1659,w,6.593588110477943
1674,2474,w,16.635742605440974
2474,1674,w,16.635742605440974
1675,2468,w,4.811216863897021
2468,1675,w,4.811216863897021
1680,1744,w,19.75942659605
1744,1680,w,19.75942659605
1684,1686,w,3.1622120300525296
1686,1684,w,3.1622120300525296
1688,5362,w,8.16500722848253
5362,1688,w,8.16500722848253
1689,1741,w,3.1285978790160707
1741,1689,w,3.1285978790160707
1690,1740,w,7.040811871856493
1740,1690,w,7.040811871856493
1694,1736,w,10.821497012549155
1736,1694,w,10.821497012549155
1695,1731,w,16.11328369010807
1731,1695,w,16.11328369010807
1698,1729,w,15.525720635862822
1729,1698,w,15.525720635862822
1701,1726,w,19.731609889454994
1726,1701,w,19.731609889454994
1703,1723,w,13.34499070996588
1723,1703,w,13.34499070996588
1704,1722,w,15.890700884712734
1722,1704,w,15.890700884712734
1706,1721,w,19.51974810794304
1721,1706,w,19.51974810794304
1707,1719,w,13.852532925343288
1719,1707,w,13.852532925343288
1707,5379,w,19.37488955951752
5379,1707,w,19.37488955951752
1708,1718,w,19.84227499810244
1718,1708,w,19.84227499810244
1710,1716,w,15.177702557968354
1716,1710,w,15.177702557968354
1711,1715,w,12.201761448723598
1715,1711,w,12.201761448723598
1718,5365,w,16.745775866723555
5365,1718,w,16.745775866723555
1719,5379,w,15.690628721102721
5379,1719,w,15.690628721102721
1745,1761,w,17.333386999093566
1761,1745,w,17.333386999093566
1745,1762,w,4.514045147403474
1762,1745,w,4.514045147403474
1745,1776,w,16.57698621376661
1776,1745,w,16.57698621376661
1747,1774,w,4.753185228831887
1774,1747,w,4.753185228831887
1748,4236,w,15.421459422538529
4236,1748,w,15.421459422538529
1748,4237,w,4.3381986196133635
4237,1748,w,4.3381986196133635
1748,4238,w,12.234799162016978
4238,1748,w,12.234799162016978
1750,1772,w,11.19483654890529
1772,1750,w,11.19483654890529
1751,1771,w,2.534202288423229
1771,1751,w,2.534202288423229
1752,1770,w,6.571129401234835
1770,1752,w,6.571129401234835
1752,1771,w,19.656699831481163
1771,1752,w,19.656699831481163
1753,1769,w,7.233593938208358
1769,1753,w,7.233593938208358
1754,1768,w,7.835447146942824
1768,1754,w,7.835447146942824
1758,1765,w,9.691741443776255
1765,1758,w,9.691741443776255
1759,1764,w,15.937905006089409
1764,1759,w,15.937905006089409
1759,5340,w,0.5343472900258683
5340,1759,w,0.5343472900258683
1760,1763,w,2.596758625451206
1763,1760,w,2.596758625451206
1761,1762,w,19.448341049538243
1762,1761,w,19.448341049538243
1762,1776,w,14.738396967202988
1776,1762,w,14.738396967202988
1764,5340,w,15.833963470745616
5340,1764,w,15.833963470745616
1773,4236,w,13.542463542577357
4236,1773,w,13.542463542577357
1777,2344,w,6.35363457464869
2344,1777,w,6.35363457464869
1778,1801,w,8.04032767275736
1801,1778,w,8.04032767275736
1779,1799,w,16.644349484886693
1799,1779,w,16.644349484886693
1779,1800,w,5.381082637494233
1800,1779,w,5.381082637494233
1780,1798,w,3.4009294058776334
1798,1780,w,3.4009294058776334
1781,1797,w,4.621580979157531
1797,1781,w,4.621580979157531
1782,1796,w,8.051993590427724
1796,1782,w,8.051993590427724
1784,1794,w,6.850054397868233
1794,1784,w,6.850054397868233
1788,3037,w,7.210668069159266
3037,1788,w,7.210668069159266
1789,3036,w,6.64564595664915
3036,1789,w,6.64564595664915
1791,4827,w,6.525575744006789
4827,1791,w,6.525575744006789
1799,1800,w,19.762163270887687
1800,1799,w,19.762163270887687
1801,2047,w,16.579439383279343
2047,1801,w,16.579439383279343
1801,2048,w,14.588629195145483
2048,1801,w,14.588629195145483
1802,1809,w,7.031151051575877
1809,1802,w,7.031151051575877
1803,1804,w,15.939917175299774
1804,1803,w,15.939917175299774
1811,1835,w,14.932234258330846
1835,1811,w,14.932234258330846
1813,1834,w,5.402516865492938
1834,1813,w,5.402516865492938
1814,1832,w,10.31745297348529
1832,1814,w,10.31745297348529
1815,1831,w,5.091163871254236
1831,1815,w,5.091163871254236
1816,1830,w,6.577769100382737
1830,1816,w,6.577769100382737
1817,1827,w,6.2882779505043285
1827,1817,w,6.2882779505043285
1820,1823,w,18.82939364964026
1823,1820,w,18.82939364964026
1820,4835,w,11.582939955700768
4835,1820,w,11.582939955700768
1821,2905,w,4.924530378001712
2905,1821,w,4.924530378001712
1825,5130,w,17.038951590702702
5130,1825,w,17.038951590702702
1828,1829,w,17.424019288517318
1829,1828,w,17.424019288517318
1833,4424,w,6.10451855148259
4424,1833,w,6.10451855148259
1837,3744,w,6.188266345713692
3744,1837,w,6.188266345713692
1839,1919,w,14.800376698437773
1919,1839,w,14.800376698437773
1841,3734,w,18.349310281698212
3734,1841,w,18.349310281698212
1843,1844,w,17.343649511410195
1844,1843,w,17.343649511410195
1845,4332,w,10.650212327939744
4332,1845,w,10.650212327939744
1846,1913,w,11.605494386474978
1913,1846,w,11.605494386474978
1852,1853,w,16.877568740935356
1853,1852,w,16.877568740935356
1853,1908,w,18.170565593189504
1908,1853,w,18.170565593189504
1866,1902,w,13.619395316487289
1902,1866,w,13.619395316487289
1877,1897,w,6.359278646398962
1897,1877,w,6.359278646398962
1882,1896,w,3.0959343442829828
1896,1882,w,3.0959343442829828
1884,1895,w,2.9537473779710095
1895,1884,w,2.9537473779710095
1888,1892,w,6.396153586386488
1892,1888,w,6.396153586386488
1890,2530,w,5.768206352209132
2530,1890,w,5.768206352209132
1891,2529,w,6.7092415396641325
2529,1891,w,6.7092415396641325
1893,4490,w,11.524107872005285
4490,1893,w,11.524107872005285
1894,4489,w,13.205606489463174
4489,1894,w,13.205606489463174
1899,5356,w,8.210456101161943
5356,1899,w,8.210456101161943
1916,4312,w,13.99946015463793
4312,1916,w,13.99946015463793
1917,1918,w,15.146384878792858
1918,1917,w,15.146384878792858
1923,4220,w,8.27150383679814
4220,1923,w,8.27150383679814
1925,1950,w,16.748179304174094
1950,1925,w,16.748179304174094
1927,1949,w,6.50092571067285
1949,1927,w,6.50092571067285
1928,1948,w,10.361509637062555
1948,1928,w,10.361509637062555
1928,5627,w,0.866499060270654
5627,1928,w,0.866499060270654
1928,5628,w,8.73936888319804
5628,1928,w,8.73936888319804
1929,1947,w,13.828372414849644
1947,1929,w,13.828372414849644
1930,1946,w,12.650965465955244
1946,1930,w,12.650965465955244
1931,1945,w,18.22557916042823
1945,1931,w,18.22557916042823
1932,1944,w,18.6285464383133
1944,1932,w,18.6285464383133
1933,1943,w,10.614278308262534
1943,1933,w,10.614278308262534
1934,1942,w,8.05623192552434
1942,1934,w,8.05623192552434
1934,5250,w,14.424211241775444
5250,1934,w,14.424211241775444
1935,1941,w,9.694792210620884
1941,1935,w,9.694792210620884
1937,1940,w,9.817949790440636
1940,1937,w,9.817949790440636
1938,1939,w,6.817883968906268
1939,1938,w,6.817883968906268
1938,5247,w,16.856964042161017
5247,1938,w,16.856964042161017
1939,5247,w,13.389138290417725
5247,1939,w,13.389138290417725
1942,5250,w,11.325946727446873
5250,1942,w,11.325946727446873
1944,5251,w,7.730862420447774
5251,1944,w,7.730862420447774
1948,5627,w,11.027659033018258
5627,1948,w,11.027659033018258
1948,5628,w,1.9550012279179156
5628,1948,w,1.9550012279179156
1951,5247,w,15.203257808416259
5247,1951,w,15.203257808416259
1952,1957,w,18.41902584353861
1957,1952,w,18.41902584353861
1956,4595,w,14.716767555530385
4595,1956,w,14.716767555530385
1959,1984,w,10.867380476470334
1984,1959,w,10.867380476470334
1961,1982,w,7.924764593392536
1982,1961,w,7.924764593392536
1963,1981,w,3.908002976636466
1981,1963,w,3.908002976636466
1963,5248,w,0.0
5248,1963,w,0.0
1965,1980,w,3.7707664902610274
1980,1965,w,3.7707664902610274
1966,1979,w,13.784060349978986
1979,1966,w,13.784060349978986
1967,1978,w,8.9267331595083
1978,1967,w,8.9267331595083
1969,1977,w,6.727180634672434
1977,1969,w,6.727180634672434
1970,1976,w,8.267121673520315
1976,1970,w,8.267121673520315
1971,1974,w,5.51297266773126
1974,1971,w,5.51297266773126
1972,1973,w,9.141166991409936
1973,1972,w,9.141166991409936
1981,5248,w,3.908002976636466
5248,1981,w,3.908002976636466
1987,2007,w,8.930209963594567
2007,1987,w,8.930209963594567
1988,4892,w,7.438953002743051
4892,1988,w,7.438953002743051
1989,2006,w,11.095550947954479
2006,1989,w,11.095550947954479
1990,2005,w,7.7491649359219394
2005,1990,w,7.7491649359219394
1991,5318,w,10.201696768289024
5318,1991,w,10.201696768289024
1992,2003,w,12.047009388555042
2003,1992,w,12.047009388555042
1992,5534,w,1.7251039155924732
5534,1992,w,1.7251039155924732
1992,5535,w,12.505195763267329
5535,1992,w,12.505195763267329
1993,2002,w,8.663355967153533
2002,1993,w,8.663355967153533
1994,1996,w,11.956981349729482
1996,1994,w,11.956981349729482
1995,4318,w,12.461431812527156
4318,1995,w,12.461431812527156
2003,5534,w,13.63215202988626
5534,2003,w,13.63215202988626
2003,5535,w,1.7702512663432421
5535,2003,w,1.7702512663432421
2008,3474,w,5.711534570348003
3474,2008,w,5.711534570348003
2008,3505,w,13.353195182349992
3505,2008,w,13.353195182349992
2013,2014,w,19.21328999169785
2014,2013,w,19.21328999169785
2017,2036,w,12.54767181099519
2036,2017,w,12.54767181099519
2018,2035,w,7.279381240070114
2035,2018,w,7.279381240070114
2019,2033,w,10.073223913591123
2033,2019,w,10.073223913591123
2020,2032,w,12.263827935588345
2032,2020,w,12.263827935588345
2021,2524,w,7.2448825189559685
2524,2021,w,7.2448825189559685
2022,2023,w,11.835892891966967
2023,2022,w,11.835892891966967
2025,2030,w,7.296555387906959
2030,2025,w,7.296555387906959
2026,2029,w,6.95341794944733
2029,2026,w,6.95341794944733
2027,2028,w,14.116923718728492
2028,2027,w,14.116923718728492
2031,2475,w,3.656494229063714
2475,2031,w,3.656494229063714
2037,2045,w,4.437600026767738
2045,2037,w,4.437600026767738
2038,2044,w,6.167366032449666
2044,2038,w,6.167366032449666
2039,4360,w,13.117880970527235
4360,2039,w,13.117880970527235
2041,2042,w,12.660434975269258
2042,2041,w,12.660434975269258
2047,2048,w,12.200414467264803
2048,2047,w,12.200414467264803
2049,2071,w,14.424691983046833
2071,2049,w,14.424691983046833
2050,2051,w,14.8312975765345
2051,2050,w,14.8312975765345
2052,2069,w,18.900074920716776
2069,2052,w,18.900074920716776
2052,2070,w,2.559076510930665
2070,2052,w,2.559076510930665
2054,2067,w,6.681764042457177
2067,2054,w,6.681764042457177
2055,2066,w,7.726066265850204
2066,2055,w,7.726066265850204
2056,2065,w,6.0061993160468585
2065,2056,w,6.0061993160468585
2057,2064,w,5.470040558138729
2064,2057,w,5.470040558138729
2058,2063,w,5.290941062573148
2063,2058,w,5.290941062573148
2059,2062,w,18.29503754182913
2062,2059,w,18.29503754182913
2060,3599,w,4.2864540161731775
3599,2060,w,4.2864540161731775
2060,3605,w,17.83433315670657
3605,2060,w,17.83433315670657
2069,2070,w,19.25051833705671
2070,2069,w,19.25051833705671
2071,2072,w,17.41649259553971
2072,2071,w,17.41649259553971
2071,4363,w,17.72692900432924
4363,2071,w,17.72692900432924
2072,4363,w,4.581694113985706
4363,2072,w,4.581694113985706
2075,2082,w,13.67826310813513
2082,2075,w,13.67826310813513
2076,2081,w,11.166995795236414
2081,2076,w,11.166995795236414
2077,2080,w,7.380645948342448
2080,2077,w,7.380645948342448
2079,2207,w,10.332593332482341
2207,2079,w,10.332593332482341
2083,2116,w,19.56221649055319
2116,2083,w,19.56221649055319
2086,2111,w,6.835875670940249
2111,2086,w,6.835875670940249
2087,2132,w,7.5228290202524875
2132,2087,w,7.5228290202524875
2092,2107,w,9.480516740691964
2107,2092,w,9.480516740691964
2093,4259,w,12.586196725576189
4259,2093,w,12.586196725576189
2095,5424,w,10.134887835713304
5424,2095,w,10.134887835713304
2096,2103,w,3.9979488953558855
2103,2096,w,3.9979488953558855
2097,2102,w,3.172084177890011
2102,2097,w,3.172084177890011
2098,2101,w,12.269438689878026
2101,2098,w,12.269438689878026
2099,2100,w,3.383664097975543
2100,2099,w,3.383664097975543
2105,5423,w,7.354795195209777
